Notes,Year,Year Code,Month,Month Code,State,State Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
,2013,2013,"Jun., 2013",2013/06,California,06,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2013,2013,"Jun., 2013",2013/06,Florida,12,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2013,2013,"Jun., 2013",2013/06,Kentucky,21,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Jun., 2013",2013/06,New York,36,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2013,2013,"Jun., 2013",2013/06,Ohio,39,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Jul., 2013",2013/07,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Jul., 2013",2013/07,Illinois,17,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2013,2013,"Jul., 2013",2013/07,Michigan,26,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2013,2013,"Jul., 2013",2013/07,Ohio,39,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2013,2013,"Jul., 2013",2013/07,Pennsylvania,42,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2013,2013,"Jul., 2013",2013/07,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2013,2013,"Jul., 2013",2013/07,West Virginia,54,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2013,2013,"Aug., 2013",2013/08,California,06,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2013,2013,"Aug., 2013",2013/08,Florida,12,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2013,2013,"Aug., 2013",2013/08,New York,36,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2013,2013,"Aug., 2013",2013/08,Ohio,39,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2013,2013,"Sep., 2013",2013/09,California,06,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2013,2013,"Sep., 2013",2013/09,Florida,12,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Sep., 2013",2013/09,Massachusetts,25,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2013,2013,"Sep., 2013",2013/09,New York,36,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2013,2013,"Sep., 2013",2013/09,West Virginia,54,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,Connecticut,09,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,Florida,12,Other synthetic narcotics,T40.4,21,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,New York,36,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,Pennsylvania,42,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,South Carolina,45,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,Tennessee,47,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2013,2013,"Oct., 2013",2013/10,Texas,48,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,Florida,12,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,Maryland,24,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,Michigan,26,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,New York,36,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,North Carolina,37,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,Ohio,39,Other synthetic narcotics,T40.4,32,Not Applicable,Not Applicable
,2013,2013,"Nov., 2013",2013/11,Virginia,51,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Arizona,04,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,California,06,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Connecticut,09,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Florida,12,Other synthetic narcotics,T40.4,26,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Illinois,17,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Maryland,24,Other synthetic narcotics,T40.4,27,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Massachusetts,25,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Michigan,26,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Missouri,29,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,New York,36,Other synthetic narcotics,T40.4,39,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,North Carolina,37,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Ohio,39,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Oklahoma,40,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Tennessee,47,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2013,2013,"Dec., 2013",2013/12,Virginia,51,Other synthetic narcotics,T40.4,25,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,California,06,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Colorado,08,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Connecticut,09,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Florida,12,Other synthetic narcotics,T40.4,25,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Maryland,24,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Massachusetts,25,Other synthetic narcotics,T40.4,41,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Michigan,26,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,New Jersey,34,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,New York,36,Other synthetic narcotics,T40.4,48,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,North Carolina,37,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Ohio,39,Other synthetic narcotics,T40.4,27,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Pennsylvania,42,Other synthetic narcotics,T40.4,36,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Rhode Island,44,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,South Carolina,45,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Texas,48,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Jan., 2014",2014/01,Virginia,51,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,California,06,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Connecticut,09,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Florida,12,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Kentucky,21,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Maryland,24,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Massachusetts,25,Other synthetic narcotics,T40.4,66,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Michigan,26,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,New York,36,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,North Carolina,37,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Ohio,39,Other synthetic narcotics,T40.4,58,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Pennsylvania,42,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Rhode Island,44,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Texas,48,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Feb., 2014",2014/02,Virginia,51,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,California,06,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Florida,12,Other synthetic narcotics,T40.4,29,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Illinois,17,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Kentucky,21,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Maryland,24,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Massachusetts,25,Other synthetic narcotics,T40.4,40,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Michigan,26,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Missouri,29,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,New Hampshire,33,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,New York,36,Other synthetic narcotics,T40.4,21,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,North Carolina,37,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Ohio,39,Other synthetic narcotics,T40.4,66,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Oklahoma,40,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Pennsylvania,42,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Rhode Island,44,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Tennessee,47,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,Virginia,51,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"Mar., 2014",2014/03,West Virginia,54,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,California,06,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Florida,12,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Maryland,24,Other synthetic narcotics,T40.4,30,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Massachusetts,25,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Michigan,26,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,New Jersey,34,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,New York,36,Other synthetic narcotics,T40.4,21,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,North Carolina,37,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Ohio,39,Other synthetic narcotics,T40.4,27,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Pennsylvania,42,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Tennessee,47,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Texas,48,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,Virginia,51,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Apr., 2014",2014/04,West Virginia,54,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Florida,12,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Maryland,24,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Massachusetts,25,Other synthetic narcotics,T40.4,39,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Missouri,29,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,New Hampshire,33,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,New Jersey,34,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,New York,36,Other synthetic narcotics,T40.4,34,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,North Carolina,37,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Ohio,39,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Pennsylvania,42,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Tennessee,47,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,Virginia,51,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2014,2014,"May, 2014",2014/05,West Virginia,54,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,California,06,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Connecticut,09,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Florida,12,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Kentucky,21,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Maine,23,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Maryland,24,Other synthetic narcotics,T40.4,31,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Massachusetts,25,Other synthetic narcotics,T40.4,38,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,New York,36,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,North Carolina,37,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Ohio,39,Other synthetic narcotics,T40.4,41,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Pennsylvania,42,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Texas,48,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Virginia,51,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,West Virginia,54,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Jun., 2014",2014/06,Wisconsin,55,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,California,06,Other synthetic narcotics,T40.4,25,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Florida,12,Other synthetic narcotics,T40.4,28,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Georgia,13,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Illinois,17,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Kentucky,21,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Maryland,24,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Massachusetts,25,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Michigan,26,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Missouri,29,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,New Jersey,34,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,New York,36,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,North Carolina,37,Other synthetic narcotics,T40.4,21,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Ohio,39,Other synthetic narcotics,T40.4,41,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Pennsylvania,42,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Tennessee,47,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Texas,48,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Virginia,51,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Jul., 2014",2014/07,Wisconsin,55,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Florida,12,Other synthetic narcotics,T40.4,34,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Georgia,13,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Kentucky,21,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Massachusetts,25,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Michigan,26,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Missouri,29,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,New York,36,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,North Carolina,37,Other synthetic narcotics,T40.4,32,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Ohio,39,Other synthetic narcotics,T40.4,53,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Tennessee,47,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Texas,48,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,Virginia,51,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2014,2014,"Aug., 2014",2014/08,West Virginia,54,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Florida,12,Other synthetic narcotics,T40.4,30,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Georgia,13,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Kentucky,21,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Massachusetts,25,Other synthetic narcotics,T40.4,34,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Michigan,26,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,New York,36,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,North Carolina,37,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Ohio,39,Other synthetic narcotics,T40.4,46,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Pennsylvania,42,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,South Carolina,45,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Texas,48,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Sep., 2014",2014/09,Virginia,51,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,California,06,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Colorado,08,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Florida,12,Other synthetic narcotics,T40.4,30,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Georgia,13,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Illinois,17,Other synthetic narcotics,T40.4,21,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Indiana,18,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Kentucky,21,Other synthetic narcotics,T40.4,33,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Maryland,24,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Massachusetts,25,Other synthetic narcotics,T40.4,47,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Michigan,26,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,New Hampshire,33,Other synthetic narcotics,T40.4,27,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,New York,36,Other synthetic narcotics,T40.4,30,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,North Carolina,37,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Ohio,39,Other synthetic narcotics,T40.4,61,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Oklahoma,40,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Pennsylvania,42,Other synthetic narcotics,T40.4,22,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,South Carolina,45,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Tennessee,47,Other synthetic narcotics,T40.4,13,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,Virginia,51,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Oct., 2014",2014/10,West Virginia,54,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Arizona,04,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,California,06,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Florida,12,Other synthetic narcotics,T40.4,33,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Georgia,13,Other synthetic narcotics,T40.4,43,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Illinois,17,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Indiana,18,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Kentucky,21,Other synthetic narcotics,T40.4,24,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Maryland,24,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Massachusetts,25,Other synthetic narcotics,T40.4,38,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Michigan,26,Other synthetic narcotics,T40.4,20,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,New Hampshire,33,Other synthetic narcotics,T40.4,23,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,New Mexico,35,Other synthetic narcotics,T40.4,10,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,New York,36,Other synthetic narcotics,T40.4,19,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,North Carolina,37,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Ohio,39,Other synthetic narcotics,T40.4,62,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Pennsylvania,42,Other synthetic narcotics,T40.4,18,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,South Carolina,45,Other synthetic narcotics,T40.4,17,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Tennessee,47,Other synthetic narcotics,T40.4,15,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Texas,48,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,Virginia,51,Other synthetic narcotics,T40.4,11,Not Applicable,Not Applicable
,2014,2014,"Nov., 2014",2014/11,West Virginia,54,Other synthetic narcotics,T40.4,14,Not Applicable,Not Applicable
,2014,2014,"Dec., 2014",2014/12,California,06,Other synthetic narcotics,T40.4,16,Not Applicable,Not Applicable
,2014,2014,"Dec., 2014",2014/12,Connecticut,09,Other synthetic narcotics,T40.4,12,Not Applicable,Not Applicable
